PG.ProteinGroups,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
P08473,266087.0938,338275.9375,321626.4688,331365.0625,267307.9688,336135.375,313772.0313,379600.4063,3560.464844,2927.803467,4900.408691,2938.952393
P08559,7774.693848,2906.97876,5067.697754,3572.465576,8295.650391,3334.236328,3591.103027,2806.42041,10715.46094,14859.92773,14241.58301,26398.55859
P08579,46901.61328,45060.17188,48753.39453,50580.47266,42680.82813,47031.36719,48457.90234,46479.40625,67472.45313,67790.83594,69228.74219,63468.58594
P08621,112867.3203,109048.4063,107318.0391,110715.6875,122403.3906,112153.9922,119201.5234,113030.1328,18260.05859,16416.19727,16529.88281,16405.33984
P08651,45885.58594,41897.64453,47249.25,43438.24609,48933.40625,44086.19141,45568.0625,45794.21484,28432.53125,27074.98633,30319.25391,23097.31445
P08670,259712.2969,237792.1563,243660.4063,243948.2656,271780.9688,248996.75,255432.2188,246635.375,26530.37305,29774.32422,26576.70313,30987.62891
P08708,45324.70313,40688.66797,43535.125,49035.91406,65925.91406,65445.39844,64400.21484,63148.73828,63284.97656,60474.22656,61393.67969,46253.97656
P08729,145677.6094,129766.2344,133371.7969,137740.4219,143762.9063,136813.1875,137118.125,137473.2031,37385.70703,36529.42969,37382.46094,31798.11914
P08754,65230.49609,55578.75781,63718.38672,63068.48438,49365.25391,48462.72266,53700.05469,54957.18359,63697.84766,64182.82813,64761.73828,68104.35938
P08758,61176.29297,54445.54297,58363.18359,59501.63281,57521.57813,56997.08594,62078.07813,55236.87109,8327.455078,11485.10938,9542.332031,9733.165039
P08779,15689.02832,17732.24023,15081.56055,17812.62695,21491.98047,19259.14063,16258.0752,17021.98828,19501.93945,21474.94531,19344.04102,19520.89258
P08865,34160.16016,38230.09375,36234.70313,43126.25,34331.85156,38010.28516,40101.51172,45254.32422,65507.63672,65674.875,65125.56641,69215.97656
P09012,97133.10938,91249.64844,99914.02344,99151.57813,104704.3672,93617.94531,96031.78125,98699.22656,34997.62109,33868.20703,39656.49219,34307.44922
P09038,19806.36133,16407.89258,15464.94531,15669.13672,20935.83789,12627.62695,14245.87695,13536.9707,28837.74805,29268.8125,29732.72852,32297.14844
P09104,114925.7188,113215.0859,87659.28906,92589.05469,105222.7266,95815.10156,83698.10938,80251.5,65686.07031,65653.875,65779.26563,68738.44531
P09132,7653.54834,8241.128906,9383.966797,7856.188477,7040.002441,8386.286133,9865.75,7623.490723,29002.42969,22550.94531,25923.25977,18248.84961
P09211,83631.67188,82798.17188,79478.02344,85902.85938,79195.74219,67816.47656,68514.10156,70561.75781,10086.54688,11190.77246,19042.7207,11413.69629
P09234,152629.6094,146385.2031,150155.1719,145614.2344,152298.0156,143591.1406,144669.1719,142742.375,183270.2656,192395.8906,192630.7031,186312.4844
P09382,99897.25781,99163.25,106743.1563,102635.6563,97416.97656,93078.67188,99069.375,99367.35938,81742.79688,81702.21875,84674.82813,77727.64063
P09429,261508.5938,255032.0313,249275,245637,270156.2813,246039.2813,262288.8438,251007.0469,27476.05664,34461.00391,34646.42969,34963.6875
P09488,44239.60156,47061.85938,45987.19531,47417.6875,35868.67188,36939.70703,39564.77734,39651.84766,19738.6582,19916.91406,20750.4668,24194.25977
P09493,83108.39063,65513.07813,79310.49219,69047.04688,89707.42188,63842.07813,58844.29297,63007.96484,36466.51563,17592.63867,35214.96094,30796.32031
P09496,52609.78906,54955.61328,53565.24219,61296.57422,53414.88281,45367.33984,50918.94531,52228.71484,101742.9609,96339.55469,98194.17969,91445.25781
P09497,32212.06055,37459.57813,34270.07813,38544.84766,33716.43359,34153.66406,35423.15625,36752.78516,119069.6875,122660.0313,126719.1094,124083.8516
P09525,55361.48047,53083.44531,54248.33984,55001.73047,43283.00391,44250.91016,42934.15625,43875.10156,13339.75586,11521.83887,9502.226563,20306.25977
P09543,14009.125,11561.12891,13108.90918,10728.66699,14174.72559,11564.25586,6367.95459,8122.77832,35245.97266,45502.80078,49584.72656,35272.64063
P09651,222429.4688,197576.75,223696.0313,210151.5781,225829.8906,202569.9219,216831.4375,201618.4844,25282.14063,23698.25195,22662.32227,20054.13477
P09661,50991.69531,48741.33203,46444.10938,49253.25781,36698.33203,39793.5625,43835.79688,41150.83203,22651.67578,18250.11328,19397.94336,9657.780273
P09874,127237.7969,118695.4609,121473.25,123051.7813,127382.1797,124136.3203,125443.1719,123495.0781,43115.42578,40284.92969,42800.38672,40553.48047
P09884,32404.0918,31625.75391,30019.29688,29885.12109,34025.53516,33694,32068.78516,32539.60742,51693.26953,51628.35156,53513.95313,50352.63281
P09960,39717.96094,38792.14453,37786.62891,39749.77734,32625.91797,32102.99414,32029.64063,32043.39258,34786.78125,36691.65625,32658.08984,34335.89063
P09972,32036.6543,30172.01953,29139.38281,29713.21094,23685.77148,20266.3457,20443.03125,18097.71484,3827.16748,7028.882813,4345.967773,3798.038086
P0C0S5,619160.3125,563943.6875,597167.5,671428.9375,696114.8125,682659.5625,695197.75,705941.4375,29448.00977,26750.65039,29699.58203,24359.87109
P0C0S8,3408855.75,2141005,3104211,3029872.25,3382242,2558087.75,1801489.5,2375134.75,38531.82031,40404.54297,40991.07813,36890.99609
P0C1Z6,14292.68457,7964.75293,16374.66211,22701.99805,13780.10059,19286.37109,23708.72266,16157.77051,38440.66016,38424.80078,35783.55469,37126.96875
P0CAP2,44961.46094,43233.40234,44187.38672,36145.74219,19502.74609,41221.52344,35113.08203,37262.24609,25549.67383,25319.77539,25824.96094,24938.34961
P0CG12,35710.29688,32764.0918,28127.09766,29573.2207,39569.65625,30052.16602,32640.58203,34955.31641,38696.13281,39102.1875,39960.64844,39989.07031
P0CG13,13348.36621,19637.89453,21797.375,16167.93848,14390.69238,16946.7207,21217.51953,11184.14941,14704.39063,16589.07031,14099.61035,15017.25684
P0CJ79,2608.710205,17561.66406,11988.25,15837.95117,2405.690186,16141.7002,15059.04102,15120.33301,22656.50195,18086.68945,18048.74414,18026.48047
P0DI83,70245.35156,57863.00781,64855.51172,62961.24219,66707.19531,53122.66016,56089.05859,56870.30078,29991.47852,32985.62109,33485.43359,25985.1543
P0DJD0,30438.9375,38367.00391,45264.49219,48000.38672,33751.6875,53184.80469,39437.53906,54123.33594,29750.39063,30917.40625,29602.99414,29204.92773
P0DMM9,24664.33398,21512.66211,23108.77539,27031.17578,31016.26367,18919.13086,17102.12109,15832.83789,24463.54297,22622.85547,24525.87695,21387.20898
P0DMU9,25966.38281,25303.46289,26031.86328,26622.34961,25172.76563,26897.58594,25129.46094,23303.48047,50784.24219,50381.84766,51204.05469,43690.33594
P0DMV8,167472.0938,160963.9531,164013.8281,163579.4688,165914.5469,156172.25,157440.5938,153378.3281,123717.3672,125138.5391,129141.7656,105796.375
P0DN76,50109.32813,51344.52344,49361.26953,55464.18359,53670.02344,52858.3125,54084.44141,56939.73828,20348.09961,8509.860352,18349.60352,12026.97754
P0DP23,169246.4219,171440.9219,172517.75,167405.7031,191455.7813,166189.4219,181965.4844,184447.9375,38488.92188,41795.47266,40740.60938,30763.05859
P0DPB6,9933.136719,9244.987305,9885.535156,8498.878906,10521.35547,9744.859375,9409.789063,9109.040039,36888.08984,32119.31445,36439.27344,25972.13672
P10155,28681.2207,28097.81641,28593.4375,27072.02344,24932.75781,26226.47266,24847.73828,26093.30859,152190.9688,156569.6094,149268.8438,180007.8594
P10321,44879.73828,34839.73047,28798.90625,28012.26172,26338.63867,27922.42578,24503.91602,18916.73047,59902.44141,61237.42969,65919.58594,57923.21875
P10398,42845.92578,38900.03516,39236.84375,36075.48438,40264.45703,35625.35156,33320.20313,32204.14258,27413.07227,25734.38477,25964.52148,24717.54492
P10412,544609.9375,525444.75,436384.8438,484415.25,636815.375,583213.125,635989.875,534959.0625,61345.28906,45593.24609,58752.82813,61034.74609
P10586,22266.30859,25227.00586,25290.91797,26046.70703,22480.07227,23100.0918,23082.76563,24110.00391,163558.1875,165632.6875,168211.2969,159718.2656
P10588,15579.49512,18311.2832,17705.92188,18530.83984,16204.29688,19024.04102,17739.7168,16781.17383,21704.35742,21537.78906,21451.9668,16894.99219
P10589,16320.65039,40168.34766,39067.23047,39851.80859,21869.67578,29162.91602,3085.455566,50673.73828,35816.70703,37888.91406,38445.53906,37173.22656
P10599,197650.3281,182308.0781,190977.1406,194963.7188,182061.2656,177323.3594,189128.7031,191123.0469,9770.106445,9890.155273,5142.954102,9063.415039
P10620,4545.01416,4102.347656,5398.048828,4063.926025,1688.824951,3801.75293,3859.809082,2418.344727,90562.40625,91298.07031,91656.8125,81908.29688
P10644,31634.21875,31263.94336,32857.57031,28699.47461,28484.26953,25226.36133,28538.27734,26660.31445,42787.71484,41652.94531,41712.01953,38319.15625
P10696,23805.64063,25589.63477,25958.81641,26502.45703,18785.23633,17996.16016,20207.69727,19712.80273,171397.2188,170659.2344,163797.2188,172416.75
P10746,4382.955078,5312.488281,7915.266113,5382.870605,4320.975098,6988.833984,6016.705078,4091.732422,59509.49219,58419.63281,64449.08203,54400.05859
P10768,57526.55078,59422.51563,59376.1875,60303.78906,58970.12109,53940.14063,53054.22266,53567.26172,78181.54688,78927.04688,85031.77344,55522.53516
P10809,8373.120117,5351.969238,6025.755371,5908.747559,4208.720215,4658.463867,4116.441406,4689.077148,35315.83203,33702.84766,31135.89453,34642.40234
P11021,60336.03906,57426.36328,56892.78906,57275.84375,48533.90625,44435.13281,44208.57422,45226.72656,5392.013184,4440.435059,5793.820801,6716.070313
P11047,37877.73438,33064.16016,29950.79492,33313.85938,26661.45703,27793.29883,31199.85938,25773.50781,17092.67188,17579.42383,20215.06055,26994.62695
P11142,125781.3516,115316.7578,122295.4844,122691.1484,123653.3594,115916.0469,119904.1875,123041.9688,102625.5234,111942.5156,102147.2734,103595.6094
P11171,10563.68359,16489.26367,12151.36133,12983.83008,11395.63184,7868.018555,10593.53418,10162.26074,226803.9531,263681.1875,236401.0156,273048.5938
P11172,15452.88672,12331.19629,15029.07422,15261.92383,16020.10742,14092.70313,14929.05273,13683.74512,40975.69141,40467.40234,41894.43359,37061.42188
P11177,5164.900391,6260.26709,6716.926758,8267.043945,5600.774414,8235.682617,5105.800293,2668.278809,35500.49609,38521.71484,38210.61719,40638.39063
P11387,100206.7109,98309.16406,98306.21875,99139.71875,100940.4688,102458.0547,101553.8359,104478.0781,108664.0078,121252.6094,114622.1328,131804.5313
P11388,65019.46094,62074.89844,64690.85156,65364.85938,69517.70313,68121.5,68827.875,70425.53906,14435.74316,11752.16699,13305.91699,14367.72656
P11413,30601.55273,31855.17773,31253.04688,36043.29688,27780.42188,30221.44141,27251.30859,31119.48242,50598.03125,49694.22266,50487.31641,54399.76563
P11498,3186.975098,3560.464844,2927.803467,4900.408691,2938.952393,8146.419434,2225.539063,1081.791382,75408.75781,74680.0625,73864.53906,78123.66406
P11532,18548.62695,10715.46094,14859.92773,14241.58301,26398.55859,8778.972656,7377.279297,23782.75977,14516.07031,18636.04102,16346.30469,11492.20508
P11586,66516.69531,67472.45313,67790.83594,69228.74219,63468.58594,66087.69531,66515.42969,66360.8125,67001.60156,77754.01563,76681.69531,99448.0625
P11717,18891.09766,18260.05859,16416.19727,16529.88281,16405.33984,14088.13281,13791.03418,12768.68652,766859.375,716299.4375,779455.875,753128.5625
P11766,26416.53516,28432.53125,27074.98633,30319.25391,23097.31445,23949.61719,24635.58203,24346.71289,34254.01563,30950.32617,33795.51563,27267.20703
P11802,30574.18359,26530.37305,29774.32422,26576.70313,30987.62891,25088.92969,25029.61719,22987.95508,37979.55078,35110.17969,32945.93359,30893.98047
P11908,66486.14063,63284.97656,60474.22656,61393.67969,46253.97656,47475.83203,48496.60156,53221.59766,29237.39258,24245.37109,21479.45703,22502.53125
P11940,33557.60547,37385.70703,36529.42969,37382.46094,31798.11914,35485.52734,34005.53125,35017.05859,26625.34375,28643.63867,30034.21289,30861.02734
P12004,68398.27344,63697.84766,64182.82813,64761.73828,68104.35938,64078.29297,64705.32813,57801.71484,22178.45117,18341.71484,16561.67969,20740.7832
P12109,10229.5166,8327.455078,11485.10938,9542.332031,9733.165039,11245.55566,15292.47949,9411.279297,480186.1563,498391.2188,484257.375,560663.0625
P12268,19611.80859,19501.93945,21474.94531,19344.04102,19520.89258,18377.84375,18770.46875,18366.62695,731779.3125,766633.125,741159.0625,936736.3125
P12270,66364.48438,65507.63672,65674.875,65125.56641,69215.97656,68909.39063,68586.67969,68390.20313,623303.8125,600501.4375,615860.5625,752027.5
P12277,37489.78906,34997.62109,33868.20703,39656.49219,34307.44922,30005.83008,33617.75781,34253.24219,60333.69531,59736.25391,65135.73828,62380.10547
P12429,30762.06641,28837.74805,29268.8125,29732.72852,32297.14844,26615.14258,27514.50195,28604.85742,30310.61328,30029.16602,29355.32227,28921.00195
P12814,65682.9375,65686.07031,65653.875,65779.26563,68738.44531,68907.02344,68091.79688,67273.875,112736.2109,112698.9922,116054.3828,111481.7891
P12931,29428.90234,29002.42969,22550.94531,25923.25977,18248.84961,27489.1875,23858.83203,18319.42188,33904.36328,27300.04102,30374.7168,13400.48242
P12955,13608.43945,10086.54688,11190.77246,19042.7207,11413.69629,18655.17383,11762.06836,15641.7207,12447.96191,11405.26172,12480.76074,13423.87891
P12956,200543,183270.2656,192395.8906,192630.7031,186312.4844,183220.2969,184658.2813,189853.5938,11945.77734,14770.28418,14601.2002,14185.93848
P13010,78611.29688,81742.79688,81702.21875,84674.82813,77727.64063,79914.69531,85434.96875,81852.03125,17771.96094,17173.19922,17429.52539,23167.1582
P13051,42257.03516,27476.05664,34461.00391,34646.42969,34963.6875,29789.23828,29912.55078,36576.12891,16493.06836,16585.31055,16059.22363,15286.2627
P13056,19235.11719,19738.6582,19916.91406,20750.4668,24194.25977,20976.39258,16577.67969,20570.44531,9565.067383,9814.854492,9152.629883,9315.220703
P13164,40260.24609,36466.51563,17592.63867,35214.96094,30796.32031,38001.4375,43668.22266,33795.29297,532360.125,543762.75,514997.625,617181.5
P13489,93044.91406,101742.9609,96339.55469,98194.17969,91445.25781,97054.46094,102938.5938,99967.60156,10565.25879,12171.90723,9530.310547,16592.30078
P13639,121391.0313,119069.6875,122660.0313,126719.1094,124083.8516,126254.2578,126464.4922,128616.0156,42974.80859,41588.75391,42921.51172,45843.36719
P13645,14517.43555,13339.75586,11521.83887,9502.226563,20306.25977,11574.71484,8861.630859,12354.30664,286948.2188,232832.1094,219636,223594.3281
P13646,40475.00781,35245.97266,45502.80078,49584.72656,35272.64063,50305.85156,55886.62109,59255.50781,47936.69531,54527.46484,53262.41797,64758.36328
P13667,24294.8125,25282.14063,23698.25195,22662.32227,20054.13477,16848.24414,16803.88086,14828.81543,36950,36349.9375,38025.72266,32675.94727
P13674,19247.73242,22651.67578,18250.11328,19397.94336,9657.780273,10574.40137,8742.402344,9309.645508,28805.39844,27150.10352,28174.05859,28738.45508
P13693,43538.89063,43115.42578,40284.92969,42800.38672,40553.48047,36928.06641,43395.08984,36768.54688,29081.96875,28107.98242,26586.15039,26751.53711
P13797,51540.33594,51693.26953,51628.35156,53513.95313,50352.63281,47606.26563,46936.41016,47689.94141,37209.33203,35053.08984,35499.21484,47701.32422
P13798,42002.23047,34786.78125,36691.65625,32658.08984,34335.89063,29922.68359,30999.50586,25394.14648,16189.45215,15031.10254,15956.75586,16135.15527
P13804,2764.97998,3827.16748,7028.882813,4345.967773,3798.038086,6097.327148,3050.369873,4733.518555,26796.1543,24226.9043,25273.25391,23009.70703
P13807,26556.2168,29448.00977,26750.65039,29699.58203,24359.87109,27289.68945,27268.52344,24742.95117,111231.3594,114553.7891,114589.7422,124857.2266
P13861,41424.0625,38531.82031,40404.54297,40991.07813,36890.99609,36793.21094,35510.88672,37116.48828,31059.39844,33206.28906,33064.41797,32216.39258
P13928,37268.89063,38440.66016,38424.80078,35783.55469,37126.96875,37837.91016,37733.32031,31241.33398,87924.96875,91882.75,86442.10156,87244.75
P13929,28081.83789,25549.67383,25319.77539,25824.96094,24938.34961,22591.62305,21079.71875,21955.44141,45938.11719,44367.71484,44870.17578,46834.86328
P13984,39472.05859,38696.13281,39102.1875,39960.64844,39989.07031,35975.375,38004.71484,40523.55078,46213.39063,47179.875,46202.72266,38436.29297
P13987,18481.73438,14704.39063,16589.07031,14099.61035,15017.25684,12722.26172,12644.54297,11196.4043,26060.86719,25795.06055,25568.33008,26673.88672
P14174,25178.98242,22656.50195,18086.68945,18048.74414,18026.48047,15109.09375,12890.9209,11080.7998,17959.7168,18600.43945,17561.50781,17349.74609
P14314,34692.67188,29991.47852,32985.62109,33485.43359,25985.1543,22191.55664,22321.68945,24327.45117,24326.70508,20718.96875,15198.86719,35641
P14324,34345.70703,29750.39063,30917.40625,29602.99414,29204.92773,26199.02539,26690.80273,25627.25391,33415.56641,38748.63672,38911.07813,41413.78516
P14373,27942.49609,24463.54297,22622.85547,24525.87695,21387.20898,24453.75977,24354.87109,26659.4668,55832.09375,60705.70313,59417.79297,83619.29688
P14550,52824.65234,50784.24219,50381.84766,51204.05469,43690.33594,43166.63281,44391.125,43960.4375,84678.60156,84705.40625,86665.84375,88081.50781
P14618,136845.5625,123717.3672,125138.5391,129141.7656,105796.375,102410.1484,100900.6016,100210,36348.21484,36487.89453,38070.75781,41095.46484
P14621,17694.125,20348.09961,8509.860352,18349.60352,12026.97754,14601.58301,6468.680176,7714.87793,85645.35156,78217.88281,89652.96875,89669.46094
P14625,44110.36328,38488.92188,41795.47266,40740.60938,30763.05859,30597.10938,30275.56445,30965.26953,103936.5781,111102.9922,113204.2656,146426.5313
P14635,35994.09766,36888.08984,32119.31445,36439.27344,25972.13672,32483.37305,26889.88086,30177.13672,32891.1875,33856.01953,33115.41016,30825.25
P14649,175758.0156,152190.9688,156569.6094,149268.8438,180007.8594,156222.0625,156352.5781,144125.875,50788.73047,54142.19531,55927.53516,57507.6875
P14678,64111.07813,59902.44141,61237.42969,65919.58594,57923.21875,57321.23047,57325.33984,61991.24219,117823.2266,124153.2734,135683.2969,135818.1406
P14735,29926.4707,27413.07227,25734.38477,25964.52148,24717.54492,22257.84375,23637.50781,21045.11914,8300.490234,6315.706543,4598.002441,6830.977051
P14859,65470.54297,61345.28906,45593.24609,58752.82813,61034.74609,48828.66797,58255.21875,26963.3418,17179.76953,18076.15039,20733.33594,18995.45313
P14866,165424.2031,163558.1875,165632.6875,168211.2969,159718.2656,167936.0781,170011.625,175364.7969,63199.80469,59696.33203,61446.69141,68622.66406
P14868,23477.31445,21704.35742,21537.78906,21451.9668,16894.99219,15015.68555,13512.58984,14858.81152,34880.61328,31397.43164,32288.44531,29674.59375
P14923,36249.84766,35816.70703,37888.91406,38445.53906,37173.22656,37837.58984,36339.62109,35710.29297,248020.0938,261482.8125,257515.8438,284832.75
P15104,10147.24414,9770.106445,9890.155273,5142.954102,9063.415039,6760.240234,8235.295898,7619.28418,33878.625,31868.23633,32240.08789,24059.05078
P15121,91008.38281,90562.40625,91298.07031,91656.8125,81908.29688,82123.32813,86728.58594,87581.01563,32571.85156,32225.15039,33439.72266,46882.67578
P15170,43837.24219,42787.71484,41652.94531,41712.01953,38319.15625,38859.84375,39974.30469,39243.13672,44289.73047,40229.44141,40271.17188,49677.21484
P15289,342651.0313,171397.2188,170659.2344,163797.2188,172416.75,212861.7031,9453.342773,124429.8125,3378.679199,4399.350098,3167.145264,4715.09082
P15311,62683.86719,59509.49219,58419.63281,64449.08203,54400.05859,53222.08203,54242.87109,52166.16797,23738.10352,21261.86719,19854.52344,20986.49609
P15328,77845.96094,78181.54688,78927.04688,85031.77344,55522.53516,52661.10547,64970.88281,57033.00391,35312.48438,38781.69141,39971.46484,39928.07422
P15374,34946.10156,35315.83203,33702.84766,31135.89453,34642.40234,31370.93164,30919.62695,32403.54688,26672.88281,26874.17578,27494.79297,21087.01367
P15407,3732.954102,5392.013184,4440.435059,5793.820801,6716.070313,9860.71875,6503.26416,8516.168945,29953.65039,33084.0625,34628.25,34583.23828
P15408,23524.34961,17092.67188,17579.42383,20215.06055,26994.62695,18168.08008,19003.94727,18725.1543,26793.05859,27915.13867,28615.13477,29543.77148
P15529,107244.4922,102625.5234,111942.5156,102147.2734,103595.6094,91632.00781,88065.72656,96175.875,31461.39258,29704.44336,28404.64453,26209.70508
P15531,272747.5625,226803.9531,263681.1875,236401.0156,273048.5938,213496.3125,273449.2188,217974.5313,14797.72754,12991.44531,14559.54199,16502.92383
P15559,41620.16406,40975.69141,40467.40234,41894.43359,37061.42188,34727.625,36138.17969,40329.40625,24316.84766,21763.76953,21612.20117,12004.5459
P15880,34489.82422,35500.49609,38521.71484,38210.61719,40638.39063,41421.76953,39738.54688,40613.88281,31510.96289,30039.08008,30264.65039,26955.95117
P15882,116143.8438,108664.0078,121252.6094,114622.1328,131804.5313,111960.4922,121509.1172,130020.5547,57488.64453,58639.05078,58290.32422,55839.83203
P15923,14852.98633,14435.74316,11752.16699,13305.91699,14367.72656,17437.70703,20516.24023,18326.20313,11566.81836,11049.47852,12090.77734,11296.10645
P15924,49241.13281,50598.03125,49694.22266,50487.31641,54399.76563,55688.82031,55426.09766,54424.15234,13498.56152,13844.02637,12812.11328,19027.88086
P15927,87318.8125,75408.75781,74680.0625,73864.53906,78123.66406,64472.01563,64365.36328,63512.55469,83655.41406,97155.48438,83068.45313,82572.25781
P16070,16357.625,14516.07031,18636.04102,16346.30469,11492.20508,12565.57617,11982.58594,14848.20215,24690.17773,28287.37109,28605.83008,39452.33984
P16083,80959.53125,67001.60156,77754.01563,76681.69531,99448.0625,70287.625,41560.05859,40616.96875,18566.57813,20045.08203,20960.53516,23912.75586
P16104,693862.875,766859.375,716299.4375,779455.875,753128.5625,821469.1875,837351.625,811544.25,31253.73633,27812.55469,28643.9375,26149.89648
P16144,32211.17383,34254.01563,30950.32617,33795.51563,27267.20703,28010.84375,27088.5332,29040.33398,185109.1406,181730.4531,189965.5938,196258.7656
P16152,38626.25,37979.55078,35110.17969,32945.93359,30893.98047,32279.89453,31861.55273,28869.92773,3325.019531,3102.726563,8600.381836,2974.74292
P16220,27804.4375,29237.39258,24245.37109,21479.45703,22502.53125,26333.57813,23062.56445,21620.17578,55726.12891,56279.90625,54333.38672,53776.50391
P16333,31411.47656,26625.34375,28643.63867,30034.21289,30861.02734,32369.27148,27696.30078,30442.45898,22989.91797,29041.09375,15519.00879,34070.40625
P16383,20953.80078,22178.45117,18341.71484,16561.67969,20740.7832,19240.80859,15456.00586,22233.49609,28694.05859,27714.31445,27111.47461,26085.10742
P16401,511108.9688,480186.1563,498391.2188,484257.375,560663.0625,522979.5,518803.1875,514955.6563,35424,35930.10938,36850.66797,28313.08398
P16402,750847.375,731779.3125,766633.125,741159.0625,936736.3125,836496.125,831010.125,827771.0625,10654.05957,11999.06348,11086.62891,13247.68066
P16403,672438.4375,623303.8125,600501.4375,615860.5625,752027.5,677698.6875,699136.6875,664128.25,120739.0625,117009.0234,119082.4844,121483.3828
P16455,60428.17578,60333.69531,59736.25391,65135.73828,62380.10547,57949.67188,55732.68359,61774.41016,303609.0313,300235.6563,301229.3438,296296.0313
P16615,30945.03516,30310.61328,30029.16602,29355.32227,28921.00195,27494.73047,26893.21094,26777.23828,19987.56641,19402.7207,17178.48047,19174.66992
P16949,118962.5625,112736.2109,112698.9922,116054.3828,111481.7891,107789.5703,114015.875,113149.1484,16841.68555,15600.25977,17964.11328,13820.21289
P16989,26561.30859,33904.36328,27300.04102,30374.7168,13400.48242,17138.61914,18273.04883,22776.41406,7984.749512,7975.757813,4253.079102,7151.041504
P17010,10763.30859,12447.96191,11405.26172,12480.76074,13423.87891,14135.63672,13358.44727,14750.17773,26717.63086,29138.00391,26201.92773,29574.53711
P17026,14931.43262,11945.77734,14770.28418,14601.2002,14185.93848,13986.93457,15618.03906,14651.32324,26799.3418,27610.91602,28466.00195,28902.99414
P17028,18254.42969,17771.96094,17173.19922,17429.52539,23167.1582,21735.11133,19898.23242,19398.61914,38037.19922,31960.06445,43670.51172,36280.95703
P17029,14873.76953,16493.06836,16585.31055,16059.22363,15286.2627,15661.63672,15589.37305,16517.39648,86372.44531,88661.20313,92929.49219,92992.94531
P17036,8520.395508,9565.067383,9814.854492,9152.629883,9315.220703,10793.44238,10061.80371,9802.962891,19979.92383,20677.31641,21279.88477,19988.8418
P17096,588227.4375,532360.125,543762.75,514997.625,617181.5,524231.4688,574000.9375,468029.625,74174.64844,77369.88281,72176.75781,61853.72656
P17275,13164.11719,10565.25879,12171.90723,9530.310547,16592.30078,14404.17383,13722.16309,13998.02832,2510.655518,5592.546387,3075.493896,8045.972168
P17480,42743.14453,42974.80859,41588.75391,42921.51172,45843.36719,44774.46484,43942.25,45605.95703,95664.41406,98043.25781,101285.7422,84435.10156
P17516,235464.5156,286948.2188,232832.1094,219636,223594.3281,206359.2344,224479.3125,197866.6719,106773.6641,112415.8984,113164.0703,104421.9297
P17535,60176.99609,47936.69531,54527.46484,53262.41797,64758.36328,48912.26563,56494.64453,54210.51953,217914.9844,222005.0469,225037.8125,224404.4688
P17544,39566.38281,36950,36349.9375,38025.72266,32675.94727,32966.22266,30894.84375,31976.60156,31738.11914,26895.57813,35780.94141,29098.26758
P17612,31015.58984,28805.39844,27150.10352,28174.05859,28738.45508,23699.67578,27750.72852,23078.80469,34459.08984,33179.03516,31828.20117,25982.5625
P17655,27841.73047,29081.96875,28107.98242,26586.15039,26751.53711,27099.10547,27078.99219,26893.59961,7479.616699,9819.546875,7212.731445,53369.94141
P17676,43302.05469,37209.33203,35053.08984,35499.21484,47701.32422,33972.60547,29253.54492,26451.51172,31315.08789,25982.71094,26282.37695,27712
P17706,15574.6582,16189.45215,15031.10254,15956.75586,16135.15527,17910.625,17146.97656,14829.86621,53735.59766,53986.67578,54391.48438,54187.12109
P17812,24172.25781,26796.1543,24226.9043,25273.25391,23009.70703,24555.55859,23664.68164,26351.89063,49050.78906,44236.46094,43931.53125,37470.39844
P17844,116497.6406,111231.3594,114553.7891,114589.7422,124857.2266,121409.7188,129024.9141,125150.8828,126276.9688,128197.1406,133101.6719,151562.4219
P17858,36494.59375,31059.39844,33206.28906,33064.41797,32216.39258,30198.64453,29467.48633,29259.42578,15463.02539,14829.04492,15548.82813,17183.31445
P17931,91820.73438,87924.96875,91882.75,86442.10156,87244.75,75463.34375,73984.39844,71673.11719,22872.4375,20909.94922,20975.85156,20083.34766
P17980,46596.25781,45938.11719,44367.71484,44870.17578,46834.86328,45627.20703,46415.68359,44615.10547,18361.50586,19738.56055,18236.55078,12355.55078
P17987,44682.72266,46213.39063,47179.875,46202.72266,38436.29297,40628.94141,41825.96094,42036.66797,46113.08594,43109.53516,45051.07031,44975.66797
P18031,28358.3418,26060.86719,25795.06055,25568.33008,26673.88672,25712.54492,23844.38867,22694.04492,14593.62695,13401.79102,12885.89648,9246.007813
P18074,20249.62109,17959.7168,18600.43945,17561.50781,17349.74609,16880.0918,14725.38379,15584.5,31152.74414,21309.51953,21058.93359,24516.91016
P18077,18572.75977,24326.70508,20718.96875,15198.86719,35641,45633.45703,45877.49219,43441.91797,86835.90625,89539.46094,90148.17969,81500.24219
P18085,43368.35938,33415.56641,38748.63672,38911.07813,41413.78516,35730.41406,39078.83984,35019.90625,219558.4375,223801,222840.5469,207898.5625
P18124,54638.67578,55832.09375,60705.70313,59417.79297,83619.29688,94797.66406,93069.88281,98270.25781,67605.73438,68969.96875,70136.07031,66562.35938
P18206,86057.17188,84678.60156,84705.40625,86665.84375,88081.50781,85452.96094,86396.86719,82775.67188,28158.20117,35407.76172,30847.75781,37271.54297
P18583,37079.73438,36348.21484,36487.89453,38070.75781,41095.46484,37408.95703,37051.42969,37101.39453,28068.91602,25814.71484,25638.88086,25225.96484
