PG.ProteinGroups,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4
Q9H0K6,11128.4248,15942.37109,10726.8877,14946.69043,10681.36035,15088.35059,13051.58398,12818.09082,11814.5625,12116.47852,11418.08105,10782.33301
Q9H0L4,33807,32917.75391,31309.96484,33519.58203,38029.375,33205.41016,34560.70313,35746.79688,22484.36328,28682.19336,16997.9668,37900.67969
Q9H0P0,24766.19336,22139.17773,23128.7168,29268.5957,26043.24805,23918.2207,25771.86133,29479.76172,31095.50781,27724.83203,28747.04102,27186.68945
Q9H0R8,46244.70313,25470.78125,35199.32031,39587.46875,52539.05859,30619.99609,28354.37695,29536.56445,23257.22852,26221.30859,21518.04688,39016.27344
Q9H0S4,37837.34375,33198.80078,37726.20313,36673.77344,34854.69141,34730.72656,33989.15625,36139.71484,15136.99805,12870.78906,13344.56934,12725.00293
Q9H0U4,22265.05664,21878.21484,17942.91797,20206.0293,19332.34375,15692.24902,17076.79688,16671.48242,58819.23438,58799.03906,58770.4375,69558.75
Q9H0U9,11177.80664,7457.214355,8728.555664,9867.091797,9110.693359,7812.46582,6988.993652,7661.347168,33484.35547,34922.92969,37037.03516,34633.43359
Q9H0W8,9500.325195,9931.521484,10288.14355,9653.757813,11252.88379,9093.552734,8723.43457,9610.723633,34094.17969,38411.02344,34178.09375,37865.28125
Q9H0W9,25208.15625,28124.03711,27512.84961,24876.61914,27221.84961,26551.02734,23415.64844,23040.4082,41548.84766,56368.46094,55136.51172,47727.94531
Q9H147,22988.65625,47469.86719,24000.99414,22050.54102,27059.875,33282.98828,22710.55859,31913.5625,58386.375,59743.44922,57851.44531,55532.65625
Q9H1A4,30512.39063,29849.73438,29334.88867,29837.17188,34419.79297,29353.625,30571.69922,29234.80078,38577.60547,42717.79688,40468.04688,37402.05859
Q9H1B7,24145.85352,25085.08398,23295.38086,22337.35938,25194.19922,23915.47461,23913.87109,22976.00781,32707.25586,30789.38477,31945.79688,30019.38086
Q9H1D9,36081.98438,31785.88086,28080.91211,30103.01367,36121.64453,30795.59961,28792.87695,29290.23047,12351.60254,13228.76953,12626.34082,12735.62402
Q9H1E3,92512.71875,101377.4688,105110.5391,111134.3906,107124.5391,80090.83594,81534.57031,101381.6406,29735.88477,30892.24609,26689.08008,30000.07617
Q9H1H9,17800.31641,23839.92383,20322.63672,18134.25195,20156.92773,17917.35742,17386.8457,20789.56836,47116.19141,44583.47266,41625.03516,41927.85938
Q9H1K0,12285.04688,10796.62305,14492.89258,12583.23926,7499.397949,14425.7334,14181.88574,13231.19141,23100.56445,22413.56836,22622.30078,25647.82227
Q9H1Z4,22068.36914,21242.32031,20596.08398,22850.75586,25381.32227,22158.97461,22587.66602,22815.21484,30023.47461,34986.05859,30104.82227,22836.8418
Q9H204,15426.03125,15448.98535,16720.14063,20889.70703,17434.6543,11673.02344,9858.710938,11655.43066,24050.24414,20553.45117,19861.22266,23800.7832
Q9H211,26230.75,19554.80859,31363.12695,23474.76563,15278.8457,8390.69043,7614.318359,9142.547852,23584.91406,25283.53906,14322.85449,13245.09473
Q9H267,19033.81641,18906.26172,17772.61523,16664.15625,17704.28125,17656.63672,16470.86914,14814.40039,27273.55273,28194.49414,30211.73242,40931.42578
Q9H269,14516.77148,18229.41992,16243.38477,19504.9668,8600.518555,15752.22461,16094.57422,16291.0498,7232.330566,7164.269531,6520.775879,11511.08887
Q9H270,55274.33594,50450.78516,60686.33203,59370.16406,57511.36719,54048.58984,51353.68359,50621.99219,19105.91406,15368.7168,15978.24414,16427.56445
Q9H299,36878.69531,30432.26563,24822.08203,27008.31836,30313.92188,25228.0625,25127.38672,20323.86133,154326.2969,169176.5156,150831.5,164091.125
Q9H2C0,39336.19141,44064.75391,42917.36328,44733.70703,36811.27344,42765.69141,42758.58984,39928.39453,6057.508789,6399.299316,5011.573242,7009.515625
Q9H2D6,23399.27734,22275.00781,20835.52539,20584.01367,24275.54297,20694.15234,19562.85938,19114.53125,26644.87891,21760.42773,24430.31641,28617.04297
Q9H2G2,23230.41602,24743.90234,23087.79883,22617.54688,22085.3457,21353.07422,22200.17188,22743.75195,52081.84375,49172.87891,58039.53906,43693.98828
Q9H2G4,5842.314453,4290.71582,7508.5,9214.166992,5980.533691,9604.776367,5323.624023,3133.520752,47803.78125,47858.02734,47938.34766,48824.88672
Q9H2H8,35263.67188,32206.04883,30934.83008,30975.90234,35059.11719,28489.3125,32914.75391,28839.65234,16086.1748,17054.06836,17668.41211,17250.07227
Q9H2J4,30199.99414,26132.70898,28214.91406,27943.15234,25230.9375,24265.70703,24017.39844,26191.34961,22252.11328,20770.83203,21205.60156,19564.88672
Q9H2M9,28157.35547,26654.05859,28630.59375,27984.07422,28234.00586,28695.45508,26513.05664,24020.77539,22447.87695,25733.82422,23535.75,28033.4082
Q9H2P0,50282.49219,49395.77734,48679.53125,48730.94141,52519.93359,51672.39453,51878.03125,50497.03125,22766.45703,20384.34766,21448.1582,17222.39063
Q9H2P9,9264.623047,8320.44043,6033.115234,5262.255859,9412.748047,6640.228516,4634.475098,6614.660156,5111.544434,1876.74939,6750.088867,4064.206055
Q9H2U1,25704.98633,27479.26563,26075.41016,26355.83594,24513.54102,26531.5293,26684.87695,26098.2793,12823.96973,13130.11914,16498.01758,11538.87793
Q9H2U2,33325.60938,22795.04688,25991.84961,24549.37305,22176.40625,24623.32813,16735.3418,19201.42383,58998.89063,72439.21094,70996.30469,80957.59375
Q9H2Y7,19778.0625,17384.14063,17055.61133,17584.35742,20100.80078,18437.1582,19189.13086,17858.31641,42700,40358.72656,41176.10547,43915.73828
Q9H307,61192.70313,59363,61169.27344,63213.55859,66452.35938,62154.3125,61825.96875,63431.66797,20761.72266,18698.3457,18145.25,19085.46875
Q9H3H3,5985.030273,3699.765381,4374.481445,2975.964844,3725.575195,5608.863281,3085.30542,2969.638428,25912.27148,24204.69531,24954.67188,22647.66016
Q9H3K6,51460.50391,49780.71484,42873.42969,43354.54297,51787.95703,42243.73828,47758.51172,36845.91797,19739.86523,18263.83008,21383.5918,17089.82813
Q9H3M7,27539.04492,28251.05859,26700.92773,19119.5957,22388.54102,29690.47461,17254.33203,22346.21875,5649.936035,5073.987305,7461.066895,5054.739258
Q9H3N1,22692.71289,17176.43164,16064.8457,12725.2373,27003.51758,12583.62891,11108.54102,12532.83398,12039.13379,12221.60254,12481.23047,16854.13477
Q9H3P2,45369.53516,41241.4375,39856.13281,38502.84766,41165.04688,41353.73438,39423.37109,40766.25391,15430.30371,12036.17188,10787.22754,16253.53809
Q9H3P7,79710.46875,72040.80469,73002.96094,79443.97656,79223.39063,70152.17969,67350.5625,73368.29688,26865.18359,25046.77148,25603.07031,24905.03906
Q9H3Q1,39600.36719,41680.71094,31918.45508,38335.80859,46146.84375,37458.31641,32162.43555,33061.48438,8894.060547,9795.972656,8520.539063,18623.63867
Q9H3R2,35323.8125,38021.83203,37760.37109,38051.19922,50401.47266,31669.71875,31456.09375,46189.12891,6422.165527,56834.125,52145.60938,49697.66797
Q9H3R5,24833.65234,23968.30664,22136.35352,17995.58789,23890.07813,22404.51367,20231.64844,23876.93555,48135.79688,44592.88281,48534.14063,42363.25781
Q9H3S7,29570.53711,32694.18359,28803.71289,30842.63281,30278.54492,29634.97266,29214.78906,30288.76953,12113.42969,11717.24316,14139.40332,10732.19238
Q9H3U1,29849.52344,31530.56836,30973.43164,31583.33008,29284.65039,31003.29297,30908.90039,30308.22656,92483.875,93842.78906,94970.53125,94933.5
Q9H3Y8,52720.07422,46360.96875,55723.4375,52223.22266,47932.59375,52193.08984,60969.42188,62234.87109,20300.63477,19439.33203,17304.13477,18163.93164
Q9H410,27756.54688,26186.83203,26547.69141,26627.27344,24302.32031,27130.93164,27439.36914,28193.51953,16136.92188,19515.47461,16693.56055,18272.8125
Q9H425,2920.028076,10682.45117,6755.284668,12724.02539,25456.75391,6639.919434,5074.114258,4675.664551,24731.03516,25484.40234,26614.85742,27620.52539
Q9H444,68482.15625,72398.28125,67051.61719,73619.29688,77623.83594,68468.82813,69133.35156,70840.88281,20405.70508,18907.58008,24400.0918,17963.88477
Q9H467,55634.94922,32892.80469,34905.03906,43852.78516,51817.91406,13940.5,17262.57031,21370,17690.96875,17473.11914,18341.38867,17449.09375
Q9H479,37302.67188,33544.55078,33911.97266,32818.51172,36478.79688,30819.11133,30334.63672,29726.94141,102559.9063,99575.49219,94460.28125,90963.3125
Q9H489,94492.49219,98199.25781,97688.70313,108121.875,102646.2422,91670.75781,98050.03906,91196.34375,17792.83008,18251.82422,13653.50977,10634.80176
Q9H496,53327,31655.39648,37146.75,45370.31641,42302.25,52766.75391,52137.91016,52224.73438,10218.74707,11774.50684,9894.860352,12038.06641
Q9H4A3,24473.05078,22984.71875,21407.06055,24645.98633,24624.80859,17426.86523,17025.50195,17337.78125,31528.51172,36599.00391,32738.86133,36154.14453
Q9H4A4,59503.06641,57467.12891,58464.17969,55348.53125,54197.23438,48810.02734,46198.74609,48572.70703,15127.68066,18509.55664,20396.11914,20007.30469
Q9H4A6,113351.5313,106588.9219,110666.3438,115714.9141,106880.1484,93269.86719,94800.45313,91492.44531,24813.03711,25771.11523,25152.51367,28198.29297
Q9H4G0,39764.87109,36446.0625,37599.31641,36279.10156,32820.35938,30831.875,30703.03711,32454.83008,26647.61328,28287.95898,28820.125,22643
Q9H4I2,49914.49609,39985.67578,46146.38672,48442.54297,44815.80078,40283.10156,37327.17969,53335.95313,20267.31445,20867.28125,22038.80469,24224.17188
Q9H4L4,39104.09766,38489.83594,38867.03516,39149.76172,38559.22266,45572.44141,39476.52344,40962.73438,16895.21094,15593.31445,15673.24219,15703.58984
Q9H4L5,20914.4082,25503.61523,19822.21484,19162.90625,17334.20313,19286.44531,17962.63086,15322.29492,14079.53125,18592.33398,18851.43555,25676.91797
Q9H4L7,13884.44336,15197.79199,14625.17969,14402.72852,15553.03027,14128.31543,15427.46875,14448.3457,24231.01953,21322.40625,18368.04883,19295.21289
Q9H4M9,25691.98633,22765.28125,20622.9082,20581.29883,20537.32422,16577.64844,17330.29492,14046.62988,14451.13281,12108.95215,17631.04102,8452.527344
Q9H4Z3,31765.51758,33280.07031,33398.85938,34329.37891,31599.83008,33289.02734,34481.28516,35204.17188,15953.65332,15456.08203,16372.97656,13777.23828
Q9H501,27154.26758,26524.4668,25889.0957,27226.26172,27069.66406,29677.40625,29560.22461,27897.83789,35505.60156,36882.11719,34807.9375,37287.08203
Q9H582,34258.14844,31418.72266,28049.47461,29084.04688,33507.20703,26325.61719,26936.22266,28081.87109,36913.97656,42176.94141,38500.57813,39297.91406
Q9H583,25367.9707,27321.83398,26940.72852,26580.13281,26822.03516,28685.75586,28274.62109,27476.26758,16312.70313,11622.08984,14425.19238,17548.89453
Q9H5H4,17238.15234,12409.44922,14014.52441,6733.006348,8517.688477,11916.56738,16027.79004,10810.03027,61554.01563,60948.57031,60137.5625,65773.82813
Q9H5N1,22571.04883,17612.61523,21146.70313,19381.50977,17784.0918,16295.56152,17471.39063,18379.60156,35275.97656,31217.27148,32977.16797,26960.38867
Q9H5V9,16091.65234,11814.5625,12116.47852,11418.08105,10782.33301,11514.55273,8591.469727,9164.536133,25627.85156,17648.64453,19781.8125,2391.148682
Q9H5Z1,20931.66602,22484.36328,28682.19336,16997.9668,37900.67969,20737.42773,17763.60742,18623.07422,28107.66602,24519.69336,22189.87305,11322.89746
Q9H694,31228.13867,31095.50781,27724.83203,28747.04102,27186.68945,26366.16797,27363.26172,25201.14648,36068.1875,35759.07813,36336.97656,34598.30469
Q9H6D7,20227.99023,23257.22852,26221.30859,21518.04688,39016.27344,24350.72852,22361.34961,24408.78906,11777.43848,9251.485352,9766.099609,14331.26465
Q9H6E5,13238.15918,15136.99805,12870.78906,13344.56934,12725.00293,11888.76465,13286.3252,10486.39844,24048.61914,20377.08594,23137.62695,17111.54297
Q9H6F5,63906.59375,58819.23438,58799.03906,58770.4375,69558.75,61652.03125,60805.08594,63256.57422,4031.687256,7188.571777,3783.772217,7161.302246
Q9H6R0,35871.82422,33484.35547,34922.92969,37037.03516,34633.43359,34475.62891,35363.77344,35848.97266,80764.42188,81610.33594,80964.85156,71713.64063
Q9H6R4,37150.33203,34094.17969,38411.02344,34178.09375,37865.28125,32975.63672,33082.24609,31304.74219,162721.8125,159769.3594,135515.2813,153011.0625
Q9H6S0,47810.99609,41548.84766,56368.46094,55136.51172,47727.94531,44005.85156,39239.69141,41572.66016,23334.72656,25139.26758,26111.68359,27899.88281
Q9H6S3,58966.53516,58386.375,59743.44922,57851.44531,55532.65625,56816.55469,59213,56837.40234,32845.86719,34700.15234,33019.80078,34752.85547
Q9H6T0,43128.31641,38577.60547,42717.79688,40468.04688,37402.05859,41918.95313,42234.43359,38657.625,31696.71875,32619.85742,36745.76172,32725.85156
Q9H6T3,31614.80078,32707.25586,30789.38477,31945.79688,30019.38086,29606.57813,31408.02539,30364.31445,15884.91113,33488.3125,32829.00391,36492.35156
Q9H6V9,13192.77246,12351.60254,13228.76953,12626.34082,12735.62402,6944.42627,9303.094727,5735.033203,13901.05566,15142.01953,14024.99023,13725.25586
Q9H6W3,32852.19922,29735.88477,30892.24609,26689.08008,30000.07617,32604.16602,31925.14844,32967.86719,43376.01953,38529.00391,41243.92578,48891.82422
Q9H6Y2,42436.78906,47116.19141,44583.47266,41625.03516,41927.85938,42652.84766,41344.08203,42574.83203,14222.41211,10734.01563,11242.52246,14096.33691
Q9H6Z4,27264.9043,23100.56445,22413.56836,22622.30078,25647.82227,25377.19141,24666.01172,26601.36523,54834.16016,55915.82813,55945.32422,63682.40234
Q9H773,35074.36328,30023.47461,34986.05859,30104.82227,22836.8418,23800.77539,27176.69336,25619.22266,15107.8916,14929.39746,16185.53906,12764.80566
Q9H788,21397.49023,24050.24414,20553.45117,19861.22266,23800.7832,21431.56836,19446.01758,18894.04883,19824.98047,17734.82031,20501.45703,18046.87891
Q9H792,15293.93848,23584.91406,25283.53906,14322.85449,13245.09473,21542.02539,11924.00781,12841.58789,44619.54688,44708.64453,46593.99609,44640.97266
Q9H7B2,29267.09375,27273.55273,28194.49414,30211.73242,40931.42578,26274.03125,29484.0332,23230.48828,22958.00586,24360.85938,22816.66211,25829.43164
Q9H7C4,7995.716309,7232.330566,7164.269531,6520.775879,11511.08887,6953.814453,5747.75,4412.120117,40470.33594,43341.43359,42627.05469,60262.39844
Q9H7D0,13493.73145,19105.91406,15368.7168,15978.24414,16427.56445,17654.28711,14901.72363,14804.24902,37499.96875,36001.80469,37063.58594,39034.55078
Q9H7D7,164667.7969,154326.2969,169176.5156,150831.5,164091.125,155781.6563,141547.75,158825.7656,28516.83203,32309.23633,27836.93164,33782.86719
Q9H7E2,7124.944336,6057.508789,6399.299316,5011.573242,7009.515625,3913.99292,2635.831543,1451.758545,48623.10156,48939.64453,48101.54297,51512.63672
Q9H7E9,25021.25,26644.87891,21760.42773,24430.31641,28617.04297,33003.27734,30486.72266,27444.375,29269.3457,30255.92188,24765.21094,29114.30469
Q9H7L9,45779.46094,52081.84375,49172.87891,58039.53906,43693.98828,50699.73438,50203.17578,52239.04688,19098.63672,19089.25977,18812.8457,18950.12109
Q9H7N4,46237.48047,47803.78125,47858.02734,47938.34766,48824.88672,46632.07813,44145.875,42453.55859,76328.125,85026.69531,95294.39844,85545.63281
Q9H7X7,15736.37891,16086.1748,17054.06836,17668.41211,17250.07227,13081.93555,17478.06445,19321.14258,18852.77539,28782.11719,23782.01758,34421.19141
Q9H7Z6,20539.04492,22252.11328,20770.83203,21205.60156,19564.88672,22906.0293,20710.78516,19848.70898,4666.929688,5960.287109,4045.587402,12123.73145
Q9H814,27321.6582,22447.87695,25733.82422,23535.75,28033.4082,20119.54297,22479.08203,21917.55469,23181.00977,20680.43945,24260.60938,28276.9707
Q9H832,23360.97852,22766.45703,20384.34766,21448.1582,17222.39063,18462.82227,20710.51367,23751.47461,97536.02344,104578.6484,104218.2344,110504.4531
Q9H845,4217.171387,5111.544434,1876.74939,6750.088867,4064.206055,6724.48291,6038.996094,2178.665039,69616.70313,68474.09375,68753.08594,77894.36719
Q9H871,16580.6875,12823.96973,13130.11914,16498.01758,11538.87793,10639.46582,20059.06055,4759.409668,83726.19531,80264.91406,88161.84375,69586.36719
Q9H875,72640.26563,58998.89063,72439.21094,70996.30469,80957.59375,57247.35156,60063.55859,58420.78516,55259.60547,50714.04688,52656.48438,60974.0625
Q9H8G2,41172.83594,42700,40358.72656,41176.10547,43915.73828,41448.78906,41078.11719,38002.58594,27182.06641,25032.16211,26556.32617,18746.76367
Q9H8H0,19689.38086,20761.72266,18698.3457,18145.25,19085.46875,19585.98438,19847.18945,18408.07813,18681.09375,18101.8418,25427.45898,19098.23242
Q9H8H2,22893.0957,25912.27148,24204.69531,24954.67188,22647.66016,25979.05078,27045.08594,22986.1875,103807.2578,116012.5313,109741.2813,102346.6094
Q9H8H3,20341.56055,19739.86523,18263.83008,21383.5918,17089.82813,18962.07617,17039.15039,15493.36133,12654.1084,11451.65723,20708.29688,23565.28125
Q9H8K7,5514.978516,5649.936035,5073.987305,7461.066895,5054.739258,8995.666992,6255.436523,5578.371094,44867.64063,48602.42578,50578.28516,49697.39453
Q9H8M2,14187.71387,12039.13379,12221.60254,12481.23047,16854.13477,12415.2373,12245.86523,12234.5957,49730.85156,52665.78125,54263.34766,52654.16406
Q9H8U3,14580.49121,15430.30371,12036.17188,10787.22754,16253.53809,10599.33203,11217.09961,9690.462891,13033.97168,17700.64648,20604.03906,16008.27148
Q9H8V3,27668.31641,26865.18359,25046.77148,25603.07031,24905.03906,29659.91602,23546.14453,20878.29492,31477.5,32531.97461,32801.57031,37360.40625
Q9H8W3,13341.79688,8894.060547,9795.972656,8520.539063,18623.63867,4011.143799,4938.258301,2290.470947,40668.52344,46930.92188,43999.84766,51254.66797
Q9H8Y5,23909.16992,6422.165527,56834.125,52145.60938,49697.66797,8448.667969,28456.15039,20741.96484,19250.62305,24917.27148,21481.83789,19637.36133
Q9H8Y8,49912.08984,48135.79688,44592.88281,48534.14063,42363.25781,44846.46875,42850.69922,43627.86328,14097.19922,14389.36035,10521.53027,16099.5166
Q9H900,13541.21387,12113.42969,11717.24316,14139.40332,10732.19238,11602.53711,11728.87695,15691.74414,55840.98438,50177.40234,47465.12891,58907.29688
Q9H910,102752.6484,92483.875,93842.78906,94970.53125,94933.5,79137.41406,89645.40625,85650.45313,18895.76758,18129.98047,16626.92578,15561.17578
Q9H939,18161.58984,20300.63477,19439.33203,17304.13477,18163.93164,18028.25391,16455.80469,13974.60449,115306.8281,110782.6953,113911.9609,116065.1406
Q9H944,19887.89648,16136.92188,19515.47461,16693.56055,18272.8125,13039.12988,17815.57422,15219.03418,15666.70996,13942.06738,13421.17773,13809.30273
Q9H967,25960.30664,24731.03516,25484.40234,26614.85742,27620.52539,23250.74609,26318.17578,20797.0332,59348.03125,51372.55078,55497.77734,55587.73438
Q9H974,22033.45898,20405.70508,18907.58008,24400.0918,17963.88477,15757.49023,15723.79492,12524.77539,18937.85938,20045.91211,35892.78516,34714.11719
Q9H981,17069.62695,17690.96875,17473.11914,18341.38867,17449.09375,18264.73828,18551.25586,17043.11719,22584.76953,28627.22461,32171.20508,22813.83789
Q9H993,110379.3125,102559.9063,99575.49219,94460.28125,90963.3125,70139.84375,64623.19531,59379.98438,31784.2793,39149.23828,34157.82031,32437.14453
Q9H9A5,12865.25586,17792.83008,18251.82422,13653.50977,10634.80176,13049.91016,13429.11426,12690.08984,2539.671631,3602.912598,3895.825928,5557.597168
Q9H9A6,11855.95996,10218.74707,11774.50684,9894.860352,12038.06641,10556.09375,9191.289063,8932.551758,45178.13281,44556.64063,48289.9375,53984.85938
Q9H9B1,35413.27734,31528.51172,36599.00391,32738.86133,36154.14453,34690.96094,33801.28906,35912.95703,36260.51563,31308.7832,32551.10742,39788.15625
Q9H9C1,20595.78516,15127.68066,18509.55664,20396.11914,20007.30469,10117.96582,15668.47852,15510.11328,52543.64453,55535.85156,56138.86328,54865.74609
